title,text,date_stayed,offering_id,num_helpful_votes,review_id,rating,username
“Good location - Good service”,"Stayed at this hotel while it was being taken over by Westin. It was still the Helmsley hotel when we stayed. Hotel is well located, close walking distance to Grand central station and subway stations. The room was clean & spacious with a fantastic view of the Chrysler building. The staff were very nice & helpful. We had booked this hotel via a rewards plan and didn't pay for the room. We drove in NY city and had to park our car. Parking was very steep: $70 a day ! However when we had booked the hotel the price listed on their website was $50 so after speaking with the manager we were given the rate of $50. Their rates had gone up in the meantime but they were very nice to accomodate us. We had a small problem with our room safe and within 10 minutes of calling the front desk the repair man was in our room fixing the issue. 
The service we got while staying at this hotel was very good. We had a very pleasant experience.",Dec-11,93593,57,145147363,4,Twilight2Twilight
“Getting up to speed”,"Stayed here a few weeks ago. They're still working out the kinks. Great location, and far enough away from the tourist craziness of Broadway to be good. 
Rooms are up to Westin standards, which is to say that the decorations are nice. It's hard to retrofit a NYC hotel to make it feel ""new"", but it does feel like a Westin which is what I expect as a loyal Starwood patron.
The restaurant/lounge was not open yet when we were there, although they did have a limited room service menu. 
It's a Westin in midtown Mahattan. If you go there expecting a large room it's your own fault. But it was functional and clean, and I've certainly stayed in smaller rooms in NYC.",Oct-12,93593,3,145071124,3,nmhen
"“Grand Name, Not Grand Westin”","As a Platinum SPG member, I hold Westin to a certain level of service. I understand NYC is recovering from Hurricane Sandy days before my arrival. But, simple, communications should be available.
Specifically asked @ Business Center before arriving, was informed by your staff via email, exact location, & would have access. Arrived to find out it is not open, currently a storage closet, can use the 'hallway' as a work location.
Your restaurant/bar is not open, SPG breakfast perk, not a perk, 8 small pieces of fruit, 3 pieces of toast and coffee, really?!
Needed a refrigerator for specific items that have to stay cold, profile indicates this requirement. Was informed NO, and none would be provided I will be changed if I take anything out of the wet-bar.
From a security point, make sure you keep the door latch on, as the maid service will knock once as the are walking into your room. They didn't wait for an answer on 3 of the days, just started walking in the room.
Needed directions to MetLife stadium, asked the front desk to leave message for Concierge service to provide me the information under my door in the morning or call me after a specific time in the morning, was informed I would have to go talk with them in the morning as they are not around 'at this time' Sorry, that is a simple request, leave them a note, a guest should be able to request a note be put in their inbox. Never got the information or call.
Recommendation, close the hotel until you are fully operational, currently not worth $415/night.",Nov-12,93593,8,144936067,2,BPW1970
“Great Hotel in a time of Need”,"This was the first hotel that i saw coming down 42nd street and 3rd Ave in my car after i was evacuated from NYU Medical Center with my wife and new born baby. While our home is in brooklyn, with all bridges and tunnels closed off, we were essentially ""Trapped"" in Manhattan with a newborn. With no where else to go, the Westin was there right in front of me, took the wife and baby, walked right into the chaotic busy Westin lobby and asked them for a room to seek shelter for a few hours while showing them our newborn. They acknowledged right away and gave us a room. The room was better than we expected and it felt like an actual vacation. We crashed in the comfortable beds and warm room and waited for the bridges to open.",Oct-12,93593,5,144856255,5,ikelunious99
"“Great location, very comfortable rooms”","Only slept in hotel as breakfast was not part of our package and so did not dine there. Rooms/beds were very comfortable and looked great after refurb. Only down side is $17 for wifi, no way, given price of the hotel! Free in lobby, hence it is always busy.",Date Unknown,93593,20,144815391,4,Douzepoints
“Big Improvements!”,"Day and night compared to the old Helmsley hotel. The staff was very attentive and helpful, most of the times. Small lobby area with limited bar and restaurant but great clean rooms, gym and location! Two blks from grand Central with many types of transportation.",Oct-12,93593,25,144805902,4,swiftfireman
“A great new place to stay in the heart of the city”,"Let me preface this review by saying that the hotel just opened in October 2012 and that I stayed here during Hurricane Sandy.
As a newly opened hotel, everything was spotless and attractive. The public areas were a bit cramped, but functional. Rooms were relatively spacious, and I ended up having a great view from the 40th floor (out of 41) of Lower Manhattan, including a clean shot of the Empire State Building.
In regards to the hurricane, I have to applaud the efforts of the staff. They really handled everything expertly, and I was impressed by their hospitality. First, the hotel has its own generator, which would have come in handy should the blackout have reached 42nd. Second, they modified their services to make the best of the situation - dry cleaning was halted, as was room service, but the restaurant was converted into a buffet and housekeeping was reduced but not eliminated. Third, they went out of their way to make everyone comfortable. They turned a conference room into a movie theater for children, and they opened up the other conference rooms for people to work. The lobby was filled at all times, because neighbors who were impacted by the hurricane and blackout were allowed to shelter. Amazing job by the staff to handle customers and neighbors professionally.
PROS
- One of the newest Westin Hotels in the city, it's very modern and well decorated
- Location near Grand Central is perfect for tourists, who can walk to Times Square or hop on the subway
- Great value considering that many other hotels are priced higher and don't feature as many amenities
- Handled the hurricane like true professionals!
CONS
- Can be a little difficult getting a cab at times (but that might have been related to the hurricane during my stay)",Oct-12,93593,3,144659988,5,EvilDrew
“WOW”,"I'm a New Yorker and when Sandy hit, I was without power or running water. The Westin transformed their ballroom in to a charging area for displaced NYers - I was able to go every evening and charge my cell and laptop, and even download a movie with the free wifi to watch when I got back to my apartment (after the 20 flight hike, that is). There was fresh water and plenty of seating. They even set up a mini movie theater for folks to have some entertainment. This simple act of kindness during a devastating time is extremely appreciated. I will now stay at Westins whenever possible.",Nov-12,93593,2,144646973,5,felicia f
“Generous in a Crisis”,"My husband and I live in NY and were without power during Hurricane Sandy and discovered that the Westin was offering free Wifi, power strips to access outlets to recharge and movies to entertain kids in a couple of their conference rooms. And access to their always clean bathrooms! The hotel didn't have any vacancies but this was the next best thing. They made a very hard situation much more tolerable and we were incredibly thankful for their generosity.",Nov-12,93593,1,144636555,5,nyshopgirl8
“Fantastic Hotel”,"We were displaced from our apartment during hurricane Sandy and were lucky enough to get a room at the Westin. The staff was fantastic - when we checked in on Tuesday, the lobby was full of people who had arrived just having lost power and water and the staff was very upbeat, helpful and friendly. The line moved quickly and we were very soon settled into a clean room and warm shower after a long day.
We were forewarned that day that with the subway's down they were operating on a skeleton housekeeping staff. At no time would we have noticed this without being told - the rooms were spotless and service always excellent. The free wifi was a very nice touch as was the movie room showing films all day to entertain people who had not planned to be in town / out of their homes. We also took advantage of the "" Westin workout gear lending program and borrowed work out clothes that we had not packed to use the gym - as did many other people we met in the gym in the matching gear. 
Throughout our time there we kept commenting on how helpful and efficient the staff were at a time that the hotel was full to the seams.
We are New Yorkers and would not hesitate to recommend the hotel to any visitors coming into town - the location is great - we walked many places from here, the room sizes very good for NYC and the staff and service excellent.
As one guest we were talking to in the meeting room that they openend for guests to work in in the after the storm said to us ""they have been amazing and keep saying they are on a skeleton staff - i cant imagine anything that they havent taken care of"" we couldn't agree more .",Nov-12,93593,1,144635732,5,julie f
"“Location, location, location”","Located two blocks from Grand Central Station, this hotel was perfect if public transportation is used to get to New York City. Newly refurbished, the hotel was beautiful. The staff treated us well, but there was something missing. Little things like a quirky elevator, room keys that didn't work and a general feeling that the staff was on edge, especially, the bellhops and doormen. Cabs were hard to come by. Overall, a good experience, but a bit pricey. Not up to Westin standards.",Oct-12,93593,74,144510945,4,pmonachina
“Mother/Daughter Weekend”,"My mom and I had the pleasure of staying at the the Westin New York Grand Central on its inaugural weekend. While the hotel was in the middle of construction that weekend, you would have never known. We requested early check-in and the hotel was able to accommodate us. The staff was friendly and the rooms were large, bright, well equipment and newly remodeled. I'm not a coffee drinker but my room had a coffee maker with Starbucks coffee. Our room had 2 queen size beds that were very comfortable, so comfortable that you might consider purchasing the bed and bedding from a catalog in your room. In addition, the hotel had a great workout room. It was even equipped with a rowing machine. If you forget your clothes, don't worry because the Westin can lend you clothes for your workout!!! 
The location on 42nd was amazing with great shopping and food near by and within a 5 min walk to Grand Central station. We highly recommend this hotel and plan to make it our home base on our frequent trips to NYC!!",Oct-12,93593,0,144508063,4,JAXGirl44
“Displaced after Hurricane Sandy”,"I'd like to take a moment to tell you about 2 women who made a terrible event into one that can only be described as a blessing. I was in NYC during Hurricane Sandy as a resident of the area and thought I could weather the storm...unfortunately without power that was near impossible. After deciding to walk down 52 flights with my dog and a few items of clothing...we ventured into the aftermath to find a hotel. After being turned away 3 times in the neighborhood for lack of rooms...we found the Westin which recently converted from the Helmsley...and had little faith that we could be accommodated. Then we approached Alex...who was very kind...offered me a hot beverage, a warm demeanor and luckily for us she fell in love with my dog! After being put on a list of people waiting their turn...she continuously updated me on the estimated time for check-in...hard as it was with Marathoners also seeking refuge...she introduced me to Lily who was also a dog lover and an overall sweet woman...and reassured us we would be ok. We were given a great room...with an even better discounted rate...and were reminded about the kindness of strangers in a difficult situation. During and after our 5 day stay...both women asked if my expectations were being met...and remembered both my name as my pets as well...and made the chaos outside seem like a hug from am old friend! I will keep them in our prayers...as they kept us in their thoughts with hundreds of other guests daily. A truly wonderful experience with 2 very beautiful women!",Oct-12,93593,1,144470000,5,Kristian D
“Great location..good value for money...best view ever”,"Stayed here on my last NYC trip, asked via email for a view of 42nd Street and hopefully the Chrysler Building.
I was not to be disappointed, 39th floor directly opposite !!! the view was th best ever and this hotel holds some cherished memories for me.
The hotel is good value for money...if you want perfection pay 1000 bucks a night and go sit on your own in the Waldorf Astoria.",Mar-12,93593,2,144456969,5,Philip C
“Nice Place- Stayed during hurricane Sandy”,"I stayed here a couple of nights last week because I had to stay in Manhattan to be sure I could get into the office during the hurricane Sandy, my office is nearby on 42nd St. This used to be the Helmsley Hotel but got redone and became Westin just a month or so ago. The room was really nice, everything was brand new so I couldn't complain. I had the standard size room with king bed and it also had a small pull out sofa and some chairs. Room has a coffee maker with Starbucks coffee and they always had free Starbucks coffee in the lobby which was nice. Staff was very friendly and as I mentioned I stayed during Sandy and at times the lobby was filled with a lot of people who had checked out but could go no where due to airports being closed, the hotel was very accommodating of all the extra people hanging around, even bring out a lot of extra coffee in the lobby to keep everyone happy and warm. The hotel is right on 42nd st and is in a convenient location for both business and tourist travelers. Grand Central Terminal is just a block away, hence the name. Maybe a 20 minute walk to times square and access to several subways in Grand Central.",Oct-12,93593,25,144424790,5,GdayNY
“The Westin Grand Central has the worst service of any hotel I have ever stayed.”,"The Westin's website falsely advertises that their hotel near Grand Central possesses amenities and features that do not exist. Don't pay extra for a ""deluxe city view"" room because you will be staring out your window at one of the buildings next to the Westin New York Grand Central. And don't bother asking hotel management why you're not getting what you paid for (the ""spectacular city view rooms are extra $$$$, of course). You will likely be lectured by one of the managers. Although the room was clean, the management is rude and condescending ending. Stay somewhere else!!!",Oct-12,93593,0,144424463,2,Cervantes123
“Impressive”,"I was booked at this hotel by my company during Hurricane Sandy and must say that I was impressed by my stay. Check-in was fast, friendly and relaxed. My room was spacious, well-equipped and very clean. The bed was particularly comfortable. The computer room, with free computer access and wifi, was especially appreciated.On check-out, I explained that I was off to the airport unsure if my flight would operate and was told that this was no problem and that the hotel would not charge me, provided I called to cancel my reservation by the end of the afternoon. The staff that I dealt with during the chaos of Hurricane Sandy were very professional and seemed completely unfazed by the stressed visitors around them . Well done !",Nov-12,93593,13,144396449,5,swelliott
“Surprisingly great.”,"I was never a big fan of Westins but this hotel was so terrific during the chaos of Hurricane Sandy, I'm changing my mind. The hotel was overwhelmed with displaced New Yorkers and marathoners, both groups facing uncertainty. The staff was upbeat, warm, welcoming, efficient. The room was nicely appointed and comfortable. , The hotel management bent over backwards to help everyone. I was uncertain how long I would need to stay and even though the hotel was full, I was told I could stay as long as I needed and leave when I was able. They supplied free wifi and services for families. Just great.",Oct-12,93593,5,144348407,5,NYC1952
“Classy and Relaxed!”,"Durning hurricane Sandy the Westin was amazingly accommodating to the New Yorkers in the area. The Hotel went out of their way to welcome hurricane weary nyer's with an free Internet lounge in one of their conference rooms. They set up a plethora of electric outlets and even gave us water and access to their sparkling bathrooms. The entire hotel is sparkling clean, relaxed and welcoming. The staff is great, although they didn't have an easy job dealing with pissed New Yorkers after a hurricane, they always smile and ready to help you with anything! 
Truly a great experience compare to other snobby (and old) hotels in the area. 
Prime location and close to everything -- Thank you The Westin for a great experience!",Oct-12,93593,2,144267501,5,N L
“Housekeeping left much to be desired”,"Stayed for a promotional weekend. The location is not too central as it's in Turtle Bay. The high floor room facing north (42nd Street) has a good view of the Chrysler building and pretty quiet. Bathroom, while on the small side, quipped with an amplifying mirror, is very bright. The same goes for the room, which is a nice change from other 'trendy', aka dark, hotel rooms that we've stayed recently. 
That said, check-in was a 30-minute wait. Maybe it's one-off but the lines and wagons with luggage made for a cramped lobby. 
And housekeeping was hit or miss - one day no wash towels; the other no replenishment of toiletries. It took couple calls and over an hour to get the supply. In addition, the safe was broken - maintenance had to unlock it upon checking in, but it closed by itself quickly enough before we even put stuff in. So we informed them and decided not to use it. Hopefully they will iron out the kinks over time.",Oct-12,93593,21,144223280,3,obali11
“Big thank you”,"i would to highly thank not only the staff of this hotel but mainly one the reprensentatives in the front desk LILY she was very nice and polite and extremely helpful, she is the perfect example of good customer service im satisfied with my stay. her service was phenomenal feels good to have someone attend you the way she did in such a respectful manner",Oct-12,93593,1,144186251,5,ALEX R
"“Compassion during ""Sandy"" / Westin Grand Central”","Staying at Westin Grand Central.. All newly re-furbished.. was Helmsley something! Nice, clean, lovely rooms. The management needs big praise here..So, Instead of using their fully powered facility to ""gouge"" $$ as so many NY retailers are doing, they to their credit, have opened their doors to the public, guests and non-guests, to use their WI-FI facilities and have made their meeting rooms into lounges for all needy, to rest, use bathrooms, Wi Fi etc etc.. Even showing kiddie movies to those desperate folk who have no power or supplies at home...
Once in a while does one see such decency by management in these kinds of circumstance, and they should be rewarded with great customer loyalty down the road. Nice!",Oct-12,93593,3,144176592,5,ZdenkaRK
"“Good location, comfortable hotel”","The hotel is undergoing some renovation but we did not notice any of it during our 3 night stay. The staff we found to be friendly and helpful, we weren't rushed or hurried along. The room was very clean and smart, very comfortable huge bed and there was also a sofa, armchair, desk and chair. Bathroom was clean and not cramped. The location of this hotel is perfect for midtown as it is right near chrysler building and grand central. Easy to walk to most attractions or nearby to a subway if you want to travel on metro. Or you can ask the guys outside to get you a taxi very easily. The reason this did not get 5/5 was because as another reviewer wrote, the fridge is only big enough for the mini bar and you cannot keep anything in there because in moving the content of the mini bar you are charged so don't do this unless you want to purchase - its all automatic. Also I don't think for us the bar area generally was open as when we rang to order a vodka drink they advised ll they could do was wine or beer. Aside from these niggles the hotel is very good and we would recommend.",Oct-12,93593,11,144131898,4,browngate
“Not coming back”,"I had several problems at this hotel. First, they (double) charged my credit card although I paid through Expedia, and without my authorization. Second, they stated that I would get Starwood points, but I did not (you don't get points when booking through Expedia). Third, they were quite unhelpful with mini bar. They refused to add diet cokes (there was only one) and if I got them at CVS and added my own drinks, I would have to remove the existing drinks, so I would end up paying for sodas I did not drink. To clean up the mini bar would cost $25 per day.",Oct-12,93593,1,144026272,1,GI22
“A nicely reincarnated Helmsley.”,"The interior of this hotel is noticeably nicer than it's old badge. The Queen of Mean's place is no more. The rooms are well appointed and beds are comfortable. The lounge looked nice, but, we didn't spend any time within the actual hotel. If you can score this property at the right price, I would say, do it! The bathrooms are also very nice and of a high quality. I would definitely recommend this property if you are seeking a room in the Midtown East area.",Oct-12,93593,3,143928976,5,alinalbany
"“Excellent location, nice hotel”","Came here on honeymoon in October. Great location just a minute walk from subway station. Got a room on 31st floor overlooking the Empire State, excellent view. Had food once and it was great. Rooms were spacious and very clean and serviced daily. Friendly staff.",Oct-12,93593,2,143923094,5,John_D051012
“Week at the Westin/Helmsley”,"Our week's stay was tremendous. We were given an upgraded room as it was our anniversary.The lobby/entrance area was being renovated due to the name change from Helmsley to Westin although we weren't informed of the change and thought the cab had brought us to the wrong hotel. As such, there was no restaurant or lounge but there was a breakfast area. The room was large (for NYC) and well-appointed with a great view. The shower was quite stylish. Elevators were fast. Staff were courteous and friendly and everything we wanted was done promptly. We have been to NYC many times but this stay was the best.",Sep-12,93593,0,143726820,4,John L
“Wish I knew then what I know now!”,"I was pleased to learn that I would be staying at a Westin Hotel as I have had very good experiences at Westin in other cities. However, I am extremely disappointed with my stay. I knew it would cost $60 per night for valet with no in and out service. I did not know and was not told that I would be charged an extra $10 each night because they considered my small suv ""oversized."" I did not receive my SPG points for any of my incidentals because the rude front staff person refused to take my membership card. The room was okay but it was disappointing that, like so many other hotels now, there was no room in the minibar to store some water as a charge would be added to our bill for anything moved in the minibar. Arrived after 11:00 pm and there was only a limited room service menu available. The concierge could not provide me any information about Brooklyn except to print out driving directions for me.",Oct-12,93593,3,143556321,2,fordhammom
“Excellent One Night Stay”,"Aggressively fast check-in with a very friendly person at the desk (Erica). Got a corner room, which was to my liking. 
Wonderful night of sleep... not unique for Westin's. Nice bathroom- the shower was stylish.
Hotel was incredibly flexible- they let me check out almost an hour late on a 4pm checkout. Amazing
Seems like a great place to stay for business or pleasure. Central location, ideal for getting out of the city.",Oct-12,93593,8,143495130,5,Captain_Starwood
“Great hotel except for the NYC noise”,"Stayed in the hotel for 3 nights with my husband and our two year old. Loved the hotel and the room ... we stayed on the 6th floor and had a king sized bed and a sofa bed for the baby to sleep in. The room was very large by NYC standards, very new and very clean. The hotel staff could be a little friendlier but was not bothered by that much. Everything would have been absolutely perfect and would have given the hotel a 5 star rating except that there was intermittent noise from ambulances, firetrucks, police, garbage trucks .... regular NYC noise but enough to interfere with sleep if you are not used to it. I bought earplugs and solved the problem that way.....",Oct-12,93593,11,143451498,4,Jelena2011
“Very good experience - nice rooms and quiet!”,"Got a good deal on The Westin through Hotwire and loved it from the beginning. I am a sucker for big hotels and this one fits the bill. 
Friendly staff, even very late at night, efficient check-in, retro lounge (yes, pretty roomy as well) and the rooms are very nice updated. If I can find a good deal again, I will stay here, again.",Jan-12,93593,20,143217086,5,DoDutch
“Not a full review- but negative”,"Going to the city for a weekend... had a reservation here. I made it with some reservations (groan, sorry) knowing that the hotel had recently reopened as a Westin; sometimes it takes a property a little while to get its legs under it and running as you would expect.
Decided at the last minute to cancel and stay at (famous hotel on Central Park South) instead.
My email from Westin said I had until 6pm day of check-in, Friday, to cancel.
Went to web site at 8pm on Thursday to cancel, and the web site said I had until 6pm THURSDAY to cancel.
Called Westin 800 number to straighten it out and they said I had until 4pm Thursday to cancel.
So three different sources, three different times, and I was naturally upset by this point. Called the property directly. Hotel operator puts me through... to the central 800 number again, even though I had said I needed to talk with someone at the property about the reservation.
Called the property directly AGAIN. Was very specific and asked for the front desk. Phone rang... and rang... and rang... after 5 minutes of ringing, the operator came on and apologized- but didn't offer to take my number for a call-back. Waited another 3 or 4 minutes and finally a front desk staffer came on.
She was gracious in apologizing for the delay. Explained the situation and she went ahead and cancelled the reservation without any charge. I told her I really hoped the hotel would get their stuff together and get her some help, soon!
So that's my review. Can't say anything good/bad about the property, only that dealing with them was very frustrating, that the info they email does not match the info on the web site, and the info at the central 800 number doesn't match either of those. Appears that they are also understaffed. Will be very leery of booking into this property in the next few months.",Oct-12,93593,10,143162421,2,BlueEyedBuddhist
“Not quite ready for prime time”,"Great central location, and possibly a decent hotel at some time in the future, but for now, they are not quite ready for primetime. Zero recognition of SPG Platinum status. Lots of nuisance problems - inconsistent housekeeping - no shampoo one night, no towels the next. The restaurant/lounge is not open, but they offer room service.....but there was no menu in the room. They do offer breakfast, but it was like watching the keystone cops, service was absolute chaos, with the added pleasure of a mandatory 18% gratuity. The final insult - a $50 fee for using the minibar as a refrigerator....yep the teenager put something in there, but $50? The front desk assured us there was a letter describing this fee in the room - perhaps in the same place that housekeeping put the room service menu?
It was just an irritating 3 nights here. Maybe in the future, but for now, there are lots of better choices in the area.",Oct-12,93593,19,143153775,2,al9249
“Needs Work”,"While this hotel has improved since its days as the Helmsley, it has a long way to go. The rooms are among the most noisy that I have experienced in NYC. Construction and road noise can be heard throughout the night. The windows in my room literally had a gap between panels that allowed a tremendous amount of noise to enter the room
Guests should know that there is no hotel restaurant or lobby bar. While there are great options nearby, it made things difficult to have no meeting place for casual business meetings.
This may get better but for Starwood loyalists, there are better choices.",Oct-12,93593,20,143144428,2,DENTraveler01
“Terrible service and wrong debits!”,"My credit card was debited wrongly two times (USD 213.52 each time) by the hotel on 14 aug 12. One of the wrong debit was corrected late aug and the other debit was only corrected recently in oct 12. I have to chase and chase for the correction. It took about two long months before the wrong debits were corrected!
In addition, it is not enough for the hotel just to refund me USD 213.52 x 2. The hotel need to refund me the loss due to difference in exchange rate, as a result of the wrong debits. The hotel should ensure that I am paid back in SGD the same amount of SGD that I am wrongly debited. 
I am wrongly debited for a total of SGD 550.36 (= SGD 275.18 x 2) but the hotel is crediting back to me only SGD 266.20 x 2 - this is not enough. The hotel need to compensate my loss (SGD 275.18 – SGD 266.29) x 2 due to exchange rate difference as a result of the wrong debits. Without the wrong debits, I would not need to suffer the exchange rate loss. I should not suffer a loss due to the hotel’s wrong debits. 
 
No doubt the exchange rate difference is due to the bank, I should not be penalised because of the hotel’s wrong debits. I have re-confirmed and confirmed with the hotel staff during my stay that I will not be charged wrongly. They re-assured me but this is what happened. I am so disappointed that this get so long to resolve and I am still not compensated to a not worse off situation. Response to email is slow and the hotel is ignoring my concern and reasoning. This is so disappointing.",Aug-12,93593,2,143137684,1,587Chawanmushi587
“Lots of promise but.......”,"I stayed at this hotel twice in consecutive weeks, the first as they were trying to complete the restaurant/bar reno and the second while they were waiting for a City license/approval. 
The hotel has been beautifully renovated and the rooms are clean and fresh, the Westin Way!
I have a couple of complaints, though. 
First, the menu is really inadequate for a full service hotel. I place some of the blame on an unfinished kitchen but still ...... Also, the prices are really unreasonable when you consider the lack of menu choices. 
Second, my check-in lady told a fib. I requested my previous weeks room which was not available th lady said I was getting a nice quiet room with a great view - that means a handicap accessible room with he weird layout. Nice room, but no lies next time please even if they're little white lies. 
Lobby service is confusion - lots of staff milling around, including managers, and causing the entrance to feel crowded. Also, not very friendly. 
Finally, and most annoyingly, the Internet connection is atrocious especially given my experiences at other Westin's. It's criminal that they charge $15 per day for a connection that's so slow, it took me 30 minutes to download an email - I even tried it at 3 am and it was slow as molasses. 
All in all, ok for a business trip but definitely not family friendly - the Residence Inn by Bryant Park is a better choice especially with young ones.",Oct-12,93593,10,143085997,3,Kenyans
“A Nice Hotel in NY”,"I am a frequent guest of Starwood hotels, this is my first stay at this property, which just reopened under the Westin brand, formerly a Hemsley hotel, rennovated and refurbished. 
MGMT and staff are very good to excellent, there are some minor issues that they are ironing out with staff training as respects to the Starwood ways and how Starwood treats their loyal guests. the staff are from the prior hotel. The GM -whom I met seems to be Excellent and knows what needs to be done.
Comfort - the rooms were comfortable, Westin Heavenly Beds, quiet, you can't hear anybody. The showers were a nice size.
Fitness center had plenty of equipment and space and clean.
They are rennovating a new Dinning and Bar facilities, not open yet, but soon.
There are a number of dinning and pubs near by. Also your around 5 Blocks or so from times Square.
Easy walk to many businesses and office buildings
I highly recommend this hotel.
They know what issues need to be ironed out and this MGMT Team will take care of it. Staff were friendly and helpful.",Oct-12,93593,0,143077308,5,currency24
"“Ahhh, Newly Renovated in NYC”","Renovation great- I love getting into a hotel before all the traffic. Lobby keeps it's retro vibe- Hallways lovely new wallpaper and carpet- Room has brand spanking new Westin trademark heavenly bed and I was fortunate to have a corner room with Chrysler Building View! Stylish, CLEAN. It's a shower bathroom which for me is great 
Check in was easy. I think restaurants are on the way. I had a breakfast room service menu in the room but not a regular one- so late night I just thought forget it.
Location good. Staff attentive.",Oct-12,93593,56,143039709,4,Folkgroupie
“A GOOD CHOICE”,"Westin (formerly The Helmsley). We Stayed at the Westin on E 42nd Street for two nights in October. Really nice hotel that has been recently renovated. We enjoyed the spacious room and giant bed. It is only a few minutes’ walk to Times Square and Grand Central station, where you can connect to anyplace in the city. Good choice",Oct-12,93593,3,143033498,5,wayanedwin
“Good renovation and conveniently located”,"My wife and I made a quick in-and-out trip to NYC for a Saturday event and decided to spend the previous night at the Westin. The location couldn't be better unless you intend to spend all of your time in southern Manhattan. The hotel renovation is very nice, although when we were there they hadn't opened all of the restaurants yet. Just check ahead depending on what you expect in that regard, The rooms themselves are large (and very clean due to the renovation) by NYC hotel standards. A big factor for us was the price. It was very reasonable for a mid-range hotel in Manhattan--hopefully that wasn't just a promotion rate. I would definitely stay there again provided the prices remain where they are.",Oct-12,93593,2,142868133,4,3Bean3
"“Doesn't seem very ""Westin-y""”","I'm not sure what to think after staying here for three nights with a friend. Although the switch has been made to a Westin, it doesn't seem like it's quite there yet.
I stayed with a friend in a ""Deluxe"" room with two double beds. The room was a good size for NYC, and was clean and comfortable. The bathroom was nice and clean as well. Nothing special, but nice. The fit and finish of the room/bathroom were a little bit lacking. Not terrible by any means, but for just completing a massive renovation on the property, there were some pretty obvious shortcuts taken (not in design or materials - in workmanship). I guess the attention to detail wasn't 100% there.
By far, my biggest complaint about the stay was the beds. I've stayed in a pretty good number of hotels over the years, and I think I slept the WORST in this one. I couldn't quite put my finger on it - but it was impossible to get a good night's sleep, and I had a sore back for six hours every day. I can sleep just about anywhere, but this was B-A-D. Westins are supposed to be known for their beds, so I didn't quite understand this. They were so bad in fact, that I canceled a scheduled stay in December and made reservations elsewhere.
Some other comments:
* The towels/washcloths looked like they were 15 years old. They were thin and rough and some had some pretty gross stains on them (I don't even want to think about what they could have been).
* The staff was all extremely nice and helpful. They were responsive and always a step ahead.
* The room also has about 25% of the outlets it should have. This was a design issue that there is really no excuse for other than not having the money or wanting to spend the money. Come on guys...it's 2012. Having to take turns charging laptops and having to charge your cell phone in the bathroom just doesn't make sense when the hotel literally JUST went through a major renovation.
* The location is awesome. Two blocks from Grand Central, almost across the street from the Chrysler Building...doesn't get much better than that (unless, of course, you don't want that).
* As usual with the higher end Starwood properties, the minibar and WiFi are insanely expensive.
Overall, I would say it was a great stay, but the incredibly bad beds were a deal-breaker for me. Unfortunately, as good as the location is (and it is REALLY good), I doubt I will be back. I really wanted to like this hotel, but being tired all day and having a sore back just isn't worth it.",Oct-12,93593,7,142821009,3,bsannich
"“Nice renovation, larger than average NYC rooms”","Had a great weekend at new Westin Grand Central...used to be Helmsley (most cab drivers know it as Helmsley.) Room and furnishings were nice and very clean. Bathroom had new vanity and tile but old tub. Staff very nice, in our experience. Only complaint was checking out late (at 1) only had 2 people at front desk so line was long. Didn't have enough doormen either, so cab line was well behaved when he chaperoned us. But when he had to leave to help unload arriving car, all hell broke loose among the guests skipping the line to jump in ahead. Not the doorman's fault. And it was a very tough weekend for cabs. Hotel restaurant not open yet. But, b'fast in lounge area was fine. Housekeeping staff was also very accommodating with extra towels and such. A great weekend all around!",Oct-12,93593,19,142797216,5,LandlockedNoVA
"“Scratchy sheets, hard bed, sleepless night”","For a new hotel this is shameful--at one time the Westin's were known for their 'heavenly beds' but this new property seems to have opted for the lowest possible quality. I stay in a lot of hotels (so far this year, 84 in Starwood Properties alone) and recognize there is a range of quality. What i don't understand is why they opted for the lowest quality in a new property.
Other signs of lower quality: I called the front desk upon my arrival in the room as there was no internet (it said i the room had not yet been checked into). it took three calls and 15 minutes with me finally pressing the Operator to locate someone to help, (is there lack of adequate staffing even with the hotel being new?), the creamer in the room is powdered--not even mini moos, there is no option for very high speed internet, and no phone on the desk. The phone by the bed is remote, but no speaker ability on the handset, so to participate in web conferencing with two-way audio one needs to hold the handset. Further, they do not appear to have upgraded the sound proofing, i stay in NYC a lot and know street noise can be muffled.",Oct-12,93593,13,142455804,2,avidforafrica
“Westout”,"Where do I start? Guess the beginning. I arrived during the rain and the doormen finally got to me after about 2-3 minutes and asked if I was checking in. They told be they don't valet and that I had to find parking structure. They provided little to no help and when I asked the concierge, she pointed around the corner and didn't offer to help by calling. Thirty minutes later I returned after finding a place around the corner. Pt 2: The maids left a vacuum cleaner outside my room for a day--just ghetto. Pt 3: A maid knocked on my door and without waiting for a response, entered. I was shocked and reported to management. Lastly, this hotel was far from being ready to accommodate guess to the Westin standard. The staff ranged from very inexperienced to very experienced and other than the great gym, there were not amenities . I really paid much too much for what I got. I won't go back to that location again.",Oct-12,93593,35,142417444,3,psharpton
